zhWords_id,zhWords_word,ziIndex,pinyin,zi
564,趋势,0,qu,趋
564,趋势,1,shi,势
565,印度,0,yin,印
565,印度,1,du,度
566,操作,0,cao,操
566,操作,1,zuo,作
567,真的,0,zhen,真
567,真的,1,de,的
568,盈利,0,ying,盈
568,盈利,1,li,利
569,结束,0,jie,结
569,结束,1,shu,束
570,你们,0,ni,你
570,你们,1,men,们
571,奥巴马,0,ao,奥
571,奥巴马,1,ba,巴
571,奥巴马,2,ma,马
572,并且,0,bing,并
572,并且,1,qie,且
573,几乎,0,ji,几
573,几乎,1,hu,乎
574,投入,0,tou,投
574,投入,1,ru,入
575,经验,0,jing,经
575,经验,1,yan,验
576,强调,0,qiang,强
576,强调,1,diao,调
577,叙利亚,0,xu,叙
577,叙利亚,1,li,利
577,叙利亚,2,ya,亚
578,时代,0,shi,时
578,时代,1,dai,代
579,运营,0,yun,运
579,运营,1,ying,营
580,腾讯,0,teng,腾
580,腾讯,1,xun,讯
581,市民,0,shi,市
581,市民,1,min,民
582,检查,0,jian,检
582,检查,1,cha,查
583,关键,0,guan,关
583,关键,1,jian,键
584,依然,0,yi,依
584,依然,1,ran,然
585,引发,0,yin,引
585,引发,1,fa,发
586,集中,0,ji,集
586,集中,1,zhong,中
587,犯罪,0,fan,犯
587,犯罪,1,zui,罪
588,出台,0,chu,出
588,出台,1,tai,台
589,同期,0,tong,同
589,同期,1,qi,期
590,说明,0,shuo,说
590,说明,1,ming,明
591,下滑,0,xia,下
591,下滑,1,hua,滑
592,系列,0,xi,系
592,系列,1,lie,列
593,主任,0,zhu,主
593,主任,1,ren,任
594,符合,0,fu,符
594,符合,1,he,合
595,随后,0,sui,随
595,随后,1,hou,后
596,德国,0,de,德
596,德国,1,guo,国
597,渠道,0,qu,渠
597,渠道,1,dao,道
598,方向,0,fang,方
598,方向,1,xiang,向
599,首先,0,shou,首
599,首先,1,xian,先
600,努力,0,nu,努
600,努力,1,li,力
601,取得,0,qu,取
601,取得,1,de,得
602,持有,0,chi,持
602,持有,1,you,有
603,自然,0,zi,自
603,自然,1,ran,然
604,经理,0,jing,经
604,经理,1,li,理
605,状态,0,zhuang,状
605,状态,1,tai,态
606,速度,0,su,速
606,速度,1,du,度
607,精神,0,jing,精
607,精神,1,shen,神
608,债券,0,zhai,债
608,债券,1,quan,券
609,找到,0,zhao,找
609,找到,1,dao,到
610,医生,0,yi,医
610,医生,1,sheng,生
611,完善,0,wan,完
611,完善,1,shan,善
612,简单,0,jian,简
612,简单,1,dan,单
613,日前,0,ri,日
613,日前,1,qian,前
614,公共,0,gong,公
614,公共,1,gong,共
615,启动,0,qi,启
615,启动,1,dong,动
616,欧盟,0,ou,欧
616,欧盟,1,meng,盟
617,内部,0,nei,内
617,内部,1,bu,部
618,治疗,0,zhi,治
618,治疗,1,liao,疗
619,巨大,0,ju,巨
619,巨大,1,da,大
620,发表,0,fa,发
620,发表,1,biao,表
621,维持,0,wei,维
621,维持,1,chi,持
622,意义,0,yi,意
622,意义,1,yi,义
623,金额,0,jin,金
623,金额,1,e,额
624,肯定,0,ken,肯
624,肯定,1,ding,定
625,老师,0,lao,老
625,老师,1,shi,师
626,根本,0,gen,根
626,根本,1,ben,本
627,案件,0,an,案
627,案件,1,jian,件
628,多少,0,duo,多
628,多少,1,shao,少
629,快速,0,kuai,快
629,快速,1,su,速
630,核心,0,he,核
630,核心,1,xin,心
631,低于,0,di,低
631,低于,1,yu,于
632,行政,0,xing,行
632,行政,1,zheng,政
633,石油,0,shi,石
633,石油,1,you,油
634,铁路,0,tie,铁
634,铁路,1,lu,路
635,加大,0,jia,加
635,加大,1,da,大
636,反弹,0,fan,反
636,反弹,1,dan,弹
637,而是,0,er,而
637,而是,1,shi,是
638,状况,0,zhuang,状
638,状况,1,kuang,况
639,分析师,0,fen,分
639,分析师,1,xi,析
639,分析师,2,shi,师
640,相当,0,xiang,相
640,相当,1,dang,当
641,最新,0,zui,最
641,最新,1,xin,新
642,改善,0,gai,改
642,改善,1,shan,善
643,确实,0,que,确
643,确实,1,shi,实
644,心理,0,xin,心
644,心理,1,li,理
645,人口,0,ren,人
645,人口,1,kou,口
646,伊朗,0,yi,伊
646,伊朗,1,lang,朗
647,开放,0,kai,开
647,开放,1,fang,放
648,通知,0,tong,通
648,通知,1,zhi,知
649,每年,0,mei,每
649,每年,1,nian,年
650,软件,0,ruan,软
650,软件,1,jian,件
651,亏损,0,kui,亏
651,亏损,1,sun,损
652,世纪,0,shi,世
652,世纪,1,ji,纪
653,及时,0,ji,及
653,及时,1,shi,时
654,日报,0,ri,日
654,日报,1,bao,报
655,里面,0,li,里
655,里面,1,mian,面
656,保证,0,bao,保
656,保证,1,zheng,证
657,面积,0,mian,面
657,面积,1,ji,积
658,普通,0,pu,普
658,普通,1,tong,通
659,协会,0,xie,协
659,协会,1,hui,会
660,后来,0,hou,后
660,后来,1,lai,来
661,谷歌,0,gu,谷
661,谷歌,1,ge,歌
662,平方米,0,ping,平
662,平方米,1,fang,方
662,平方米,2,mi,米
663,加入,0,jia,加
663,加入,1,ru,入
664,普遍,0,pu,普
664,普遍,1,bian,遍
665,坚持,0,jian,坚
665,坚持,1,chi,持
666,合同,0,he,合
666,合同,1,tong,同
667,电视,0,dian,电
667,电视,1,shi,视
668,电脑,0,dian,电
668,电脑,1,nao,脑
669,地产,0,di,地
669,地产,1,chan,产
670,食物,0,shi,食
670,食物,1,wu,物
671,以前,0,yi,以
671,以前,1,qian,前
672,污染,0,wu,污
672,污染,1,ran,染
673,房价,0,fang,房
673,房价,1,jia,价
674,面对,0,mian,面
674,面对,1,dui,对
675,作品,0,zuo,作
675,作品,1,pin,品
676,公里,0,gong,公
676,公里,1,li,里
677,披露,0,pi,披
677,披露,1,lu,露
678,主席,0,zhu,主
678,主席,1,xi,席
679,召开,0,zhao,召
679,召开,1,kai,开
680,经常,0,jing,经
680,经常,1,chang,常
681,大型,0,da,大
681,大型,1,xing,型
682,航空,0,hang,航
682,航空,1,kong,空
683,上半年,0,shang,上
683,上半年,1,ban,半
683,上半年,2,nian,年
684,债务,0,zhai,债
684,债务,1,wu,务
685,份额,0,fen,份
685,份额,1,e,额
686,只能,0,zhi,只
686,只能,1,neng,能
687,飞机,0,fei,飞
687,飞机,1,ji,机
688,重新,0,chong,重
688,重新,1,xin,新
689,海外,0,hai,海
689,海外,1,wai,外
690,损失,0,sun,损
690,损失,1,shi,失
691,设施,0,she,设
691,设施,1,shi,施
692,讨论,0,tao,讨
692,讨论,1,lun,论
693,位于,0,wei,位
693,位于,1,yu,于
694,建筑,0,jian,建
694,建筑,1,zhu,筑
695,严格,0,yan,严
695,严格,1,ge,格
696,监督,0,jian,监
696,监督,1,du,督
697,下来,0,xia,下
697,下来,1,lai,来
698,恢复,0,hui,恢
698,恢复,1,fu,复
699,反映,0,fan,反
699,反映,1,ying,映
700,年度,0,nian,年
700,年度,1,du,度
701,信托,0,xin,信
701,信托,1,tuo,托
702,女士,0,nv,女
702,女士,1,shi,士
703,迅速,0,xun,迅
703,迅速,1,su,速
704,运行,0,yun,运
704,运行,1,xing,行
705,值得,0,zhi,值
705,值得,1,de,得
706,时报,0,shi,时
706,时报,1,bao,报
707,患者,0,huan,患
707,患者,1,zhe,者
708,类似,0,lei,类
708,类似,1,si,似
709,男人,0,nan,男
709,男人,1,ren,人
710,有的,0,you,有
710,有的,1,de,的
711,机关,0,ji,机
711,机关,1,guan,关
712,就业,0,jiu,就
712,就业,1,ye,业
713,净利润,0,jing,净
713,净利润,1,li,利
713,净利润,2,run,润
714,国务院,0,guo,国
714,国务院,1,wu,务
714,国务院,2,yuan,院
715,加快,0,jia,加
715,加快,1,kuai,快
716,力量,0,li,力
716,力量,1,liang,量
717,任务,0,ren,任
717,任务,1,wu,务
718,而言,0,er,而
718,而言,1,yan,言
719,证明,0,zheng,证
719,证明,1,ming,明
720,军事,0,jun,军
720,军事,1,shi,事
721,合理,0,he,合
721,合理,1,li,理
722,难以,0,nan,难
722,难以,1,yi,以
723,相信,0,xiang,相
723,相信,1,xin,信
724,证监会,0,zheng,证
724,证监会,1,jian,监
724,证监会,2,hui,会
725,年底,0,nian,年
725,年底,1,di,底
726,不足,0,bu,不
726,不足,1,zu,足
727,群众,0,qun,群
727,群众,1,zhong,众
728,运动,0,yun,运
728,运动,1,dong,动
729,有限,0,you,有
729,有限,1,xian,限
730,经历,0,jing,经
730,经历,1,li,历
731,理解,0,li,理
731,理解,1,jie,解
732,指标,0,zhi,指
732,指标,1,biao,标
733,重庆,0,chong,重
733,重庆,1,qing,庆
734,成交,0,cheng,成
734,成交,1,jiao,交
735,台湾,0,tai,台
735,台湾,1,wan,湾
736,限制,0,xian,限
736,限制,1,zhi,制
737,实际上,0,shi,实
737,实际上,1,ji,际
737,实际上,2,shang,上
738,生命,0,sheng,生
738,生命,1,ming,命
739,材料,0,cai,材
739,材料,1,liao,料
740,游客,0,you,游
740,游客,1,ke,客
741,所谓,0,suo,所
741,所谓,1,wei,谓
742,广东,0,guang,广
742,广东,1,dong,东
743,即使,0,ji,即
743,即使,1,shi,使
744,刺激,0,ci,刺
744,刺激,1,ji,激
745,力度,0,li,力
745,力度,1,du,度
746,程序,0,cheng,程
746,程序,1,xu,序
747,进口,0,jin,进
747,进口,1,kou,口
748,商务,0,shang,商
748,商务,1,wu,务
749,基地,0,ji,基
749,基地,1,di,地
750,电影,0,dian,电
750,电影,1,ying,影
751,新网,0,xin,新
751,新网,1,wang,网
752,使得,0,shi,使
752,使得,1,de,得
753,安排,0,an,安
753,安排,1,pai,排
754,制定,0,zhi,制
754,制定,1,ding,定
755,逐步,0,zhu,逐
755,逐步,1,bu,步
756,它们,0,ta,它
756,它们,1,men,们
757,高速,0,gao,高
757,高速,1,su,速
758,避免,0,bi,避
758,避免,1,mian,免
759,十分,0,shi,十
759,十分,1,fen,分
760,检测,0,jian,检
760,检测,1,ce,测
761,业内人士,0,ye,业
761,业内人士,1,nei,内
761,业内人士,2,ren,人
761,业内人士,3,shi,士
762,背景,0,bei,背
762,背景,1,jing,景
763,每个,0,mei,每
763,每个,1,ge,个
764,一旦,0,yi,一
764,一旦,1,dan,旦
765,女人,0,nv,女
765,女人,1,ren,人
766,统一,0,tong,统
766,统一,1,yi,一
767,农村,0,nong,农
767,农村,1,cun,村
768,逐渐,0,zhu,逐
768,逐渐,1,jian,渐
769,券商,0,quan,券
769,券商,1,shang,商
770,有人,0,you,有
770,有人,1,ren,人
771,声明,0,sheng,声
771,声明,1,ming,明
772,目的,0,mu,目
772,目的,1,di,的
773,卫生,0,wei,卫
773,卫生,1,sheng,生
774,看来,0,kan,看
774,看来,1,lai,来
775,调控,0,tiao,调
775,调控,1,kong,控
776,似乎,0,si,似
776,似乎,1,hu,乎
777,男子,0,nan,男
777,男子,1,zi,子
778,用于,0,yong,用
778,用于,1,yu,于
779,行情,0,hang,行
779,行情,1,qing,情
780,有望,0,you,有
780,有望,1,wang,望
781,车辆,0,che,车
781,车辆,1,liang,辆
782,愿意,0,yuan,愿
782,愿意,1,yi,意
783,收费,0,shou,收
783,收费,1,fei,费
784,违法,0,wei,违
784,违法,1,fa,法
785,免费,0,mian,免
785,免费,1,fei,费
786,别人,0,bie,别
786,别人,1,ren,人
787,本身,0,ben,本
787,本身,1,shen,身
788,担心,0,dan,担
788,担心,1,xin,心
789,在线,0,zai,在
789,在线,1,xian,线
790,计算,0,ji,计
790,计算,1,suan,算
791,试点,0,shi,试
791,试点,1,dian,点
792,规范,0,gui,规
792,规范,1,fan,范
793,说法,0,shuo,说
793,说法,1,fa,法
794,工资,0,gong,工
794,工资,1,zi,资
795,机场,0,ji,机
795,机场,1,chang,场
796,推荐,0,tui,推
796,推荐,1,jian,荐
797,国外,0,guo,国
797,国外,1,wai,外
798,充分,0,chong,充
798,充分,1,fen,分
799,知识,0,zhi,知
799,知识,1,shi,识
800,新华社,0,xin,新
800,新华社,1,hua,华
800,新华社,2,she,社
801,自身,0,zi,自
801,自身,1,shen,身
802,官方,0,guan,官
802,官方,1,fang,方
803,突然,0,tu,突
803,突然,1,ran,然
804,在于,0,zai,在
804,在于,1,yu,于
805,表明,0,biao,表
805,表明,1,ming,明
806,制造,0,zhi,制
806,制造,1,zao,造
807,文章,0,wen,文
807,文章,1,zhang,章
808,北京市,0,bei,北
808,北京市,1,jing,京
808,北京市,2,shi,市
809,作出,0,zuo,作
809,作出,1,chu,出
810,自由,0,zi,自
810,自由,1,you,由
811,困难,0,kun,困
811,困难,1,nan,难
812,第四,0,di,第
812,第四,1,si,四
813,形式,0,xing,形
813,形式,1,shi,式
814,文件,0,wen,文
814,文件,1,jian,件
815,地震,0,di,地
815,地震,1,zhen,震
816,律师,0,lv,律
816,律师,1,shi,师
817,创业板,0,chuang,创
817,创业板,1,ye,业
817,创业板,2,ban,板
818,交流,0,jiao,交
818,交流,1,liu,流
819,清楚,0,qing,清
819,清楚,1,chu,楚
820,今日,0,jin,今
820,今日,1,ri,日
821,累计,0,lei,累
821,累计,1,ji,计
822,曾经,0,ceng,曾
822,曾经,1,jing,经
823,董事长,0,dong,董
823,董事长,1,shi,事
823,董事长,2,zhang,长
824,酒店,0,jiu,酒
824,酒店,1,dian,店
825,人数,0,ren,人
825,人数,1,shu,数
826,态度,0,tai,态
826,态度,1,du,度
827,对方,0,dui,对
827,对方,1,fang,方
828,据悉,0,ju,据
828,据悉,1,xi,悉
829,从而,0,cong,从
829,从而,1,er,而
830,做出,0,zuo,做
830,做出,1,chu,出
831,咨询,0,zi,咨
831,咨询,1,xun,询
832,满足,0,man,满
832,满足,1,zu,足
833,存款,0,cun,存
833,存款,1,kuan,款
834,人类,0,ren,人
834,人类,1,lei,类
835,大部分,0,da,大
835,大部分,1,bu,部
835,大部分,2,fen,分
836,加上,0,jia,加
836,加上,1,shang,上
837,跌幅,0,die,跌
837,跌幅,1,fu,幅
838,药品,0,yao,药
838,药品,1,pin,品
839,一点,0,yi,一
839,一点,1,dian,点
840,展开,0,zhan,展
840,展开,1,kai,开
841,艺术,0,yi,艺
841,艺术,1,shu,术
842,收益率,0,shou,收
842,收益率,1,yi,益
842,收益率,2,lv,率
843,走势,0,zou,走
843,走势,1,shi,势
844,儿童,0,er,儿
844,儿童,1,tong,童
845,团队,0,tuan,团
845,团队,1,dui,队
846,农业,0,nong,农
846,农业,1,ye,业
847,注册,0,zhu,注
847,注册,1,ce,册
848,个股,0,ge,个
848,个股,1,gu,股
849,突破,0,tu,突
849,突破,1,po,破
850,采用,0,cai,采
850,采用,1,yong,用
851,位置,0,wei,位
851,位置,1,zhi,置
852,独立,0,du,独
852,独立,1,li,立
853,总经理,0,zong,总
853,总经理,1,jing,经
853,总经理,2,li,理
854,教授,0,jiao,教
854,教授,1,shou,授
855,只有,0,zhi,只
855,只有,1,you,有
856,父母,0,fu,父
856,父母,1,mu,母
857,升级,0,sheng,升
857,升级,1,ji,级
858,环保,0,huan,环
858,环保,1,bao,保
859,编辑,0,bian,编
859,编辑,1,ji,辑
860,打击,0,da,打
860,打击,1,ji,击
861,来源,0,lai,来
861,来源,1,yuan,源
862,书记,0,shu,书
862,书记,1,ji,记
863,财务,0,cai,财
863,财务,1,wu,务
864,吸引,0,xi,吸
864,吸引,1,yin,引
865,房子,0,fang,房
865,房子,1,zi,子
866,营销,0,ying,营
866,营销,1,xiao,销
867,意味着,0,yi,意
867,意味着,1,wei,味
867,意味着,2,zhe,着
868,手段,0,shou,手
868,手段,1,duan,段
869,时期,0,shi,时
869,时期,1,qi,期
870,预测,0,yu,预
870,预测,1,ce,测
871,往往,0,wang,往
871,往往,1,wang,往
872,现金,0,xian,现
872,现金,1,jin,金
873,现代,0,xian,现
873,现代,1,dai,代
874,如今,0,ru,如
874,如今,1,jin,今
875,数字,0,shu,数
875,数字,1,zi,字
876,百分点,0,bai,百
876,百分点,1,fen,分
876,百分点,2,dian,点
877,补贴,0,bu,补
877,补贴,1,tie,贴
878,不好,0,bu,不
878,不好,1,hao,好
879,来看,0,lai,来
879,来看,1,kan,看
880,账户,0,zhang,账
880,账户,1,hu,户
881,认识,0,ren,认
881,认识,1,shi,识
882,民众,0,min,民
882,民众,1,zhong,众
883,幅度,0,fu,幅
883,幅度,1,du,度
884,接近,0,jie,接
884,接近,1,jin,近
885,转型,0,zhuan,转
885,转型,1,xing,型
886,非法,0,fei,非
886,非法,1,fa,法
887,成员,0,cheng,成
887,成员,1,yuan,员
888,天气,0,tian,天
888,天气,1,qi,气
889,应当,0,ying,应
889,应当,1,dang,当
890,于是,0,yu,于
890,于是,1,shi,是
891,照片,0,zhao,照
891,照片,1,pian,片
892,不错,0,bu,不
892,不错,1,cuo,错
893,小组,0,xiao,小
893,小组,1,zu,组
894,公众,0,gong,公
894,公众,1,zhong,众
895,涉嫌,0,she,涉
895,涉嫌,1,xian,嫌
896,给予,0,ji,给
896,给予,1,yu,予
897,奶粉,0,nai,奶
897,奶粉,1,fen,粉
898,搜索,0,sou,搜
898,搜索,1,suo,索
899,事实,0,shi,事
899,事实,1,shi,实
900,概念,0,gai,概
900,概念,1,nian,念
901,研发,0,yan,研
901,研发,1,fa,发
902,信心,0,xin,信
902,信心,1,xin,心
903,发言人,0,fa,发
903,发言人,1,yan,言
903,发言人,2,ren,人
904,首席,0,shou,首
904,首席,1,xi,席
905,百度,0,bai,百
905,百度,1,du,度
906,事实上,0,shi,事
906,事实上,1,shi,实
906,事实上,2,shang,上
907,反应,0,fan,反
907,反应,1,ying,应
908,良好,0,liang,良
908,良好,1,hao,好
909,干部,0,gan,干
909,干部,1,bu,部
910,现实,0,xian,现
910,现实,1,shi,实
911,物质,0,wu,物
911,物质,1,zhi,质
912,策略,0,ce,策
912,策略,1,lve,略
913,理论,0,li,理
913,理论,1,lun,论
914,变成,0,bian,变
914,变成,1,cheng,成
915,欧元,0,ou,欧
915,欧元,1,yuan,元
916,最低,0,zui,最
916,最低,1,di,低
917,承担,0,cheng,承
917,承担,1,dan,担
918,晚上,0,wan,晚
918,晚上,1,shang,上
919,确保,0,que,确
919,确保,1,bao,保
920,原来,0,yuan,原
920,原来,1,lai,来
921,实行,0,shi,实
921,实行,1,xing,行
922,角度,0,jiao,角
922,角度,1,du,度
923,情绪,0,qing,情
923,情绪,1,xu,绪
924,智能,0,zhi,智
924,智能,1,neng,能
925,重组,0,chong,重
925,重组,1,zu,组
926,结合,0,jie,结
926,结合,1,he,合
927,质疑,0,zhi,质
927,质疑,1,yi,疑
928,总体,0,zong,总
928,总体,1,ti,体
929,判断,0,pan,判
929,判断,1,duan,断
930,原则,0,yuan,原
930,原则,1,ze,则
931,达成,0,da,达
931,达成,1,cheng,成
932,意识,0,yi,意
932,意识,1,shi,识
933,地位,0,di,地
933,地位,1,wei,位
934,新兴,0,xin,新
934,新兴,1,xing,兴
935,高度,0,gao,高
935,高度,1,du,度
936,品种,0,pin,品
936,品种,1,zhong,种
937,丰富,0,feng,丰
937,丰富,1,fu,富
938,立即,0,li,立
938,立即,1,ji,即
939,发挥,0,fa,发
939,发挥,1,hui,挥
940,环比,0,huan,环
940,环比,1,bi,比
941,形势,0,xing,形
941,形势,1,shi,势
942,成长,0,cheng,成
942,成长,1,zhang,长
943,大盘,0,da,大
943,大盘,1,pan,盘
944,同意,0,tong,同
944,同意,1,yi,意
945,国有,0,guo,国
945,国有,1,you,有
946,袭击,0,xi,袭
946,袭击,1,ji,击
947,主动,0,zhu,主
947,主动,1,dong,动
948,疾病,0,ji,疾
948,疾病,1,bing,病
949,承诺,0,cheng,承
949,承诺,1,nuo,诺
950,受伤,0,shou,受
950,受伤,1,shang,伤
951,社区,0,she,社
951,社区,1,qu,区
952,宣传,0,xuan,宣
952,宣传,1,chuan,传
953,观点,0,guan,观
953,观点,1,dian,点
954,人体,0,ren,人
954,人体,1,ti,体
955,身份,0,shen,身
955,身份,1,fen,份
956,纽约,0,niu,纽
956,纽约,1,yue,约
957,南京,0,nan,南
957,南京,1,jing,京
958,缺乏,0,que,缺
958,缺乏,1,fa,乏
959,工具,0,gong,工
959,工具,1,ju,具
960,房屋,0,fang,房
960,房屋,1,wu,屋
961,各地,0,ge,各
961,各地,1,di,地
962,生物,0,sheng,生
962,生物,1,wu,物
963,高于,0,gao,高
963,高于,1,yu,于
964,供应,0,gong,供
964,供应,1,ying,应
965,明年,0,ming,明
965,明年,1,nian,年
966,事业,0,shi,事
966,事业,1,ye,业
967,联合国,0,lian,联
967,联合国,1,he,合
967,联合国,2,guo,国
968,希腊,0,xi,希
968,希腊,1,la,腊
969,落实,0,luo,落
969,落实,1,shi,实
970,回落,0,hui,回
970,回落,1,luo,落
971,增强,0,zeng,增
971,增强,1,qiang,强
972,支出,0,zhi,支
972,支出,1,chu,出
973,紧张,0,jin,紧
973,紧张,1,zhang,张
974,遭遇,0,zao,遭
974,遭遇,1,yu,遇
975,享受,0,xiang,享
975,享受,1,shou,受
976,大会,0,da,大
976,大会,1,hui,会
977,感到,0,gan,感
977,感到,1,dao,到
978,办理,0,ban,办
978,办理,1,li,理
979,设立,0,she,设
979,设立,1,li,立
980,批准,0,pi,批
980,批准,1,zhun,准
981,提前,0,ti,提
981,提前,1,qian,前
982,公安,0,gong,公
982,公安,1,an,安
983,到底,0,dao,到
983,到底,1,di,底
984,总裁,0,zong,总
984,总裁,1,cai,裁
985,离开,0,li,离
985,离开,1,kai,开
986,确认,0,que,确
986,确认,1,ren,认
987,重视,0,zhong,重
987,重视,1,shi,视
988,并不,0,bing,并
988,并不,1,bu,不
989,亚洲,0,ya,亚
989,亚洲,1,zhou,洲
990,采购,0,cai,采
990,采购,1,gou,购
991,创造,0,chuang,创
991,创造,1,zao,造
992,道路,0,dao,道
992,道路,1,lu,路
993,办公室,0,ban,办
993,办公室,1,gong,公
993,办公室,2,shi,室
994,人才,0,ren,人
994,人才,1,cai,才
995,不再,0,bu,不
995,不再,1,zai,再
996,村民,0,cun,村
996,村民,1,min,民
997,局长,0,ju,局
997,局长,1,zhang,长
998,部长,0,bu,部
998,部长,1,zhang,长
999,取消,0,qu,取
999,取消,1,xiao,消
1000,适合,0,shi,适
1000,适合,1,he,合
